Total Nacional;Comunidades y Ciudades Autónomas;Provincias;Españoles/Extranjeros;Edad (grupos quinquenales);Sexo;Periodo;Total
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 30 a 34 años;Total;1 de enero de 2018;43.573
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 30 a 34 años;Total;1 de enero de 2017;45.746
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 30 a 34 años;Total;1 de enero de 2016;48.640
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 30 a 34 años;Total;1 de enero de 2015;52.411
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 35 a 39 años;Total;1 de enero de 2022;49.156
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 35 a 39 años;Total;1 de enero de 2021;50.981
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 35 a 39 años;Total;1 de enero de 2020;52.809
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 35 a 39 años;Total;1 de enero de 2019;53.931
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 35 a 39 años;Total;1 de enero de 2018;55.698
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 35 a 39 años;Total;1 de enero de 2017;57.524
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 35 a 39 años;Total;1 de enero de 2016;59.683
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 35 a 39 años;Total;1 de enero de 2015;60.955
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 40 a 44 años;Total;1 de enero de 2022;60.422
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 40 a 44 años;Total;1 de enero de 2021;61.556
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 40 a 44 años;Total;1 de enero de 2020;61.103
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 40 a 44 años;Total;1 de enero de 2019;60.419
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 40 a 44 años;Total;1 de enero de 2018;59.268
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 40 a 44 años;Total;1 de enero de 2017;58.642
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 40 a 44 años;Total;1 de enero de 2016;57.656
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 40 a 44 años;Total;1 de enero de 2015;57.509
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 45 a 49 años;Total;1 de enero de 2022;60.214
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 45 a 49 años;Total;1 de enero de 2021;58.501
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 45 a 49 años;Total;1 de enero de 2020;57.230
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 45 a 49 años;Total;1 de enero de 2019;55.908
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 45 a 49 años;Total;1 de enero de 2018;54.754
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 45 a 49 años;Total;1 de enero de 2017;54.174
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 45 a 49 años;Total;1 de enero de 2016;53.592
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 45 a 49 años;Total;1 de enero de 2015;53.233
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 50 a 54 años;Total;1 de enero de 2022;55.087
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 50 a 54 años;Total;1 de enero de 2021;54.007
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 50 a 54 años;Total;1 de enero de 2020;52.760
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 50 a 54 años;Total;1 de enero de 2019;51.841
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 50 a 54 años;Total;1 de enero de 2018;50.412
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 50 a 54 años;Total;1 de enero de 2017;49.559
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 50 a 54 años;Total;1 de enero de 2016;48.711
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 50 a 54 años;Total;1 de enero de 2015;48.180
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 55 a 59 años;Total;1 de enero de 2022;49.980
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 55 a 59 años;Total;1 de enero de 2021;49.009
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 55 a 59 años;Total;1 de enero de 2020;47.692
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 55 a 59 años;Total;1 de enero de 2019;46.176
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 55 a 59 años;Total;1 de enero de 2018;44.968
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 55 a 59 años;Total;1 de enero de 2017;43.965
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 55 a 59 años;Total;1 de enero de 2016;42.773
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 55 a 59 años;Total;1 de enero de 2015;41.038
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 60 a 64 años;Total;1 de enero de 2022;43.947
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 60 a 64 años;Total;1 de enero de 2021;42.420
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 60 a 64 años;Total;1 de enero de 2020;40.379
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 60 a 64 años;Total;1 de enero de 2019;38.195
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 60 a 64 años;Total;1 de enero de 2018;36.201
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 60 a 64 años;Total;1 de enero de 2017;34.838
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 60 a 64 años;Total;1 de enero de 2016;33.500
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 60 a 64 años;Total;1 de enero de 2015;32.603
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 65 a 69 años;Total;1 de enero de 2022;34.323
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 65 a 69 años;Total;1 de enero de 2021;32.946
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 65 a 69 años;Total;1 de enero de 2020;31.866
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 65 a 69 años;Total;1 de enero de 2019;31.382
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 65 a 69 años;Total;1 de enero de 2018;31.235
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 65 a 69 años;Total;1 de enero de 2017;30.698
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 65 a 69 años;Total;1 de enero de 2016;30.022
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 65 a 69 años;Total;1 de enero de 2015;29.790
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 70 a 74 años  ;Total;1 de enero de 2022;29.414
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 70 a 74 años  ;Total;1 de enero de 2021;28.749
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 70 a 74 años  ;Total;1 de enero de 2020;28.392
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 70 a 74 años  ;Total;1 de enero de 2019;27.796
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 70 a 74 años  ;Total;1 de enero de 2018;27.178
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 70 a 74 años  ;Total;1 de enero de 2017;26.331
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 70 a 74 años  ;Total;1 de enero de 2016;25.069
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 70 a 74 años  ;Total;1 de enero de 2015;25.693
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 75 a 79 años  ;Total;1 de enero de 2022;24.093
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 75 a 79 años  ;Total;1 de enero de 2021;22.890
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 75 a 79 años  ;Total;1 de enero de 2020;23.425
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 75 a 79 años  ;Total;1 de enero de 2019;21.356
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 75 a 79 años  ;Total;1 de enero de 2018;19.925
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 75 a 79 años  ;Total;1 de enero de 2017;20.230
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 75 a 79 años  ;Total;1 de enero de 2016;21.805
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 75 a 79 años  ;Total;1 de enero de 2015;21.196
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 80 a 84 años  ;Total;1 de enero de 2022;17.080
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 80 a 84 años  ;Total;1 de enero de 2021;18.229
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 80 a 84 años  ;Total;1 de enero de 2020;17.854
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 80 a 84 años  ;Total;1 de enero de 2019;19.599
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 80 a 84 años  ;Total;1 de enero de 2018;20.706
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 80 a 84 años  ;Total;1 de enero de 2017;21.119
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 80 a 84 años  ;Total;1 de enero de 2016;21.168
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 80 a 84 años  ;Total;1 de enero de 2015;21.409
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 85 a 89 años  ;Total;1 de enero de 2022;14.958
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 85 a 89 años  ;Total;1 de enero de 2021;14.908
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 85 a 89 años  ;Total;1 de enero de 2020;15.428
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 85 a 89 años  ;Total;1 de enero de 2019;15.369
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 85 a 89 años  ;Total;1 de enero de 2018;15.102
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 85 a 89 años  ;Total;1 de enero de 2017;14.760
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 85 a 89 años  ;Total;1 de enero de 2016;14.389
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 85 a 89 años  ;Total;1 de enero de 2015;13.963
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 90 a 94 años  ;Total;1 de enero de 2022;7.392
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 90 a 94 años  ;Total;1 de enero de 2021;7.237
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 90 a 94 años  ;Total;1 de enero de 2020;7.279
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 90 a 94 años  ;Total;1 de enero de 2019;6.953
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 90 a 94 años  ;Total;1 de enero de 2018;6.655
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 90 a 94 años  ;Total;1 de enero de 2017;6.543
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 90 a 94 años  ;Total;1 de enero de 2016;6.172
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 90 a 94 años  ;Total;1 de enero de 2015;5.841
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 95 a 99 años  ;Total;1 de enero de 2022;1.911
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 95 a 99 años  ;Total;1 de enero de 2021;1.800
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 95 a 99 años  ;Total;1 de enero de 2020;1.863
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 95 a 99 años  ;Total;1 de enero de 2019;1.689
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 95 a 99 años  ;Total;1 de enero de 2018;1.621
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 95 a 99 años  ;Total;1 de enero de 2017;1.443
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 95 a 99 años  ;Total;1 de enero de 2016;1.299
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;De 95 a 99 años  ;Total;1 de enero de 2015;1.174
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;100 y más años;Total;1 de enero de 2022;263
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;100 y más años;Total;1 de enero de 2021;231
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;100 y más años;Total;1 de enero de 2020;235
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;100 y más años;Total;1 de enero de 2019;232
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;100 y más años;Total;1 de enero de 2018;217
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;100 y más años;Total;1 de enero de 2017;214
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;100 y más años;Total;1 de enero de 2016;226
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;100 y más años;Total;1 de enero de 2015;189
Total Nacional;09 Cataluña;;Total;Todas las edades;Total;1 de enero de 2022;7.792.611
Total Nacional;09 Cataluña;;Total;Todas las edades;Total;1 de enero de 2021;7.763.362
Total Nacional;09 Cataluña;;Total;Todas las edades;Total;1 de enero de 2020;7.780.479
Total Nacional;09 Cataluña;;Total;Todas las edades;Total;1 de enero de 2019;7.675.217
Total Nacional;09 Cataluña;;Total;Todas las edades;Total;1 de enero de 2018;7.600.065
Total Nacional;09 Cataluña;;Total;Todas las edades;Total;1 de enero de 2017;7.555.830
Total Nacional;09 Cataluña;;Total;Todas las edades;Total;1 de enero de 2016;7.522.596
Total Nacional;09 Cataluña;;Total;Todas las edades;Total;1 de enero de 2015;7.508.106
Total Nacional;09 Cataluña;;Total;De 0 a 4 años;Total;1 de enero de 2022;310.576
Total Nacional;09 Cataluña;;Total;De 0 a 4 años;Total;1 de enero de 2021;322.774
Total Nacional;09 Cataluña;;Total;De 0 a 4 años;Total;1 de enero de 2020;340.669
Total Nacional;09 Cataluña;;Total;De 0 a 4 años;Total;1 de enero de 2019;348.928
Total Nacional;09 Cataluña;;Total;De 0 a 4 años;Total;1 de enero de 2018;354.069
Total Nacional;09 Cataluña;;Total;De 0 a 4 años;Total;1 de enero de 2017;362.514
Total Nacional;09 Cataluña;;Total;De 0 a 4 años;Total;1 de enero de 2016;371.234
Total Nacional;09 Cataluña;;Total;De 0 a 4 años;Total;1 de enero de 2015;382.507
Total Nacional;09 Cataluña;;Total;De 5 a 9 años;Total;1 de enero de 2022;380.332
Total Nacional;09 Cataluña;;Total;De 5 a 9 años;Total;1 de enero de 2021;387.315
Total Nacional;09 Cataluña;;Total;De 5 a 9 años;Total;1 de enero de 2020;397.213
Total Nacional;09 Cataluña;;Total;De 5 a 9 años;Total;1 de enero de 2019;402.179
Total Nacional;09 Cataluña;;Total;De 5 a 9 años;Total;1 de enero de 2018;413.176
Total Nacional;09 Cataluña;;Total;De 5 a 9 años;Total;1 de enero de 2017;417.692
Total Nacional;09 Cataluña;;Total;De 5 a 9 años;Total;1 de enero de 2016;420.483
Total Nacional;09 Cataluña;;Total;De 5 a 9 años;Total;1 de enero de 2015;420.255
Total Nacional;09 Cataluña;;Total;De 10 a 14 años  ;Total;1 de enero de 2022;428.860
Total Nacional;09 Cataluña;;Total;De 10 a 14 años  ;Total;1 de enero de 2021;429.171
Total Nacional;09 Cataluña;;Total;De 10 a 14 años  ;Total;1 de enero de 2020;427.983
Total Nacional;09 Cataluña;;Total;De 10 a 14 años  ;Total;1 de enero de 2019;421.009
Total Nacional;09 Cataluña;;Total;De 10 a 14 años  ;Total;1 de enero de 2018;409.889
Total Nacional;09 Cataluña;;Total;De 10 a 14 años  ;Total;1 de enero de 2017;399.535
Total Nacional;09 Cataluña;;Total;De 10 a 14 años  ;Total;1 de enero de 2016;388.337
Total Nacional;09 Cataluña;;Total;De 10 a 14 años  ;Total;1 de enero de 2015;379.954
Total Nacional;09 Cataluña;;Total;De 15 a 19 años  ;Total;1 de enero de 2022;419.813
Total Nacional;09 Cataluña;;Total;De 15 a 19 años  ;Total;1 de enero de 2021;408.522
Total Nacional;09 Cataluña;;Total;De 15 a 19 años  ;Total;1 de enero de 2020;402.420
Total Nacional;09 Cataluña;;Total;De 15 a 19 años  ;Total;1 de enero de 2019;386.720
Total Nacional;09 Cataluña;;Total;De 15 a 19 años  ;Total;1 de enero de 2018;371.304
Total Nacional;09 Cataluña;;Total;De 15 a 19 años  ;Total;1 de enero de 2017;361.563
Total Nacional;09 Cataluña;;Total;De 15 a 19 años  ;Total;1 de enero de 2016;352.991
Total Nacional;09 Cataluña;;Total;De 15 a 19 años  ;Total;1 de enero de 2015;344.023
Total Nacional;09 Cataluña;;Total;De 20 a 24 años;Total;1 de enero de 2022;409.002
Total Nacional;09 Cataluña;;Total;De 20 a 24 años;Total;1 de enero de 2021;401.358
Total Nacional;09 Cataluña;;Total;De 20 a 24 años;Total;1 de enero de 2020;396.716
Total Nacional;09 Cataluña;;Total;De 20 a 24 años;Total;1 de enero de 2019;381.311
Total Nacional;09 Cataluña;;Total;De 20 a 24 años;Total;1 de enero de 2018;371.410
Total Nacional;09 Cataluña;;Total;De 20 a 24 años;Total;1 de enero de 2017;366.321
Total Nacional;09 Cataluña;;Total;De 20 a 24 años;Total;1 de enero de 2016;363.089
Total Nacional;09 Cataluña;;Total;De 20 a 24 años;Total;1 de enero de 2015;362.796
Total Nacional;09 Cataluña;;Total;De 25 a 29 años;Total;1 de enero de 2022;436.769
Total Nacional;09 Cataluña;;Total;De 25 a 29 años;Total;1 de enero de 2021;436.247
Total Nacional;09 Cataluña;;Total;De 25 a 29 años;Total;1 de enero de 2020;442.219
Total Nacional;09 Cataluña;;Total;De 25 a 29 años;Total;1 de enero de 2019;428.683
Total Nacional;09 Cataluña;;Total;De 25 a 29 años;Total;1 de enero de 2018;419.825
Total Nacional;09 Cataluña;;Total;De 25 a 29 años;Total;1 de enero de 2017;414.602
Total Nacional;09 Cataluña;;Total;De 25 a 29 años;Total;1 de enero de 2016;414.664
Total Nacional;09 Cataluña;;Total;De 25 a 29 años;Total;1 de enero de 2015;424.245
Total Nacional;09 Cataluña;;Total;De 30 a 34 años;Total;1 de enero de 2022;471.798
Total Nacional;09 Cataluña;;Total;De 30 a 34 años;Total;1 de enero de 2021;472.871
Total Nacional;09 Cataluña;;Total;De 30 a 34 años;Total;1 de enero de 2020;480.714
Total Nacional;09 Cataluña;;Total;De 30 a 34 años;Total;1 de enero de 2019;476.232
Total Nacional;09 Cataluña;;Total;De 30 a 34 años;Total;1 de enero de 2018;478.061
Total Nacional;09 Cataluña;;Total;De 30 a 34 años;Total;1 de enero de 2017;492.842
Total Nacional;09 Cataluña;;Total;De 30 a 34 años;Total;1 de enero de 2016;513.358
Total Nacional;09 Cataluña;;Total;De 30 a 34 años;Total;1 de enero de 2015;541.506
Total Nacional;09 Cataluña;;Total;De 35 a 39 años;Total;1 de enero de 2022;522.814
Total Nacional;09 Cataluña;;Total;De 35 a 39 años;Total;1 de enero de 2021;540.382
Total Nacional;09 Cataluña;;Total;De 35 a 39 años;Total;1 de enero de 2020;563.938
Total Nacional;09 Cataluña;;Total;De 35 a 39 años;Total;1 de enero de 2019;579.460
Total Nacional;09 Cataluña;;Total;De 35 a 39 años;Total;1 de enero de 2018;602.054
Total Nacional;09 Cataluña;;Total;De 35 a 39 años;Total;1 de enero de 2017;626.547
Total Nacional;09 Cataluña;;Total;De 35 a 39 años;Total;1 de enero de 2016;649.913
Total Nacional;09 Cataluña;;Total;De 35 a 39 años;Total;1 de enero de 2015;669.743
Total Nacional;09 Cataluña;;Total;De 40 a 44 años;Total;1 de enero de 2022;637.313
Total Nacional;09 Cataluña;;Total;De 40 a 44 años;Total;1 de enero de 2021;657.174
Total Nacional;09 Cataluña;;Total;De 40 a 44 años;Total;1 de enero de 2020;672.986
Total Nacional;09 Cataluña;;Total;De 40 a 44 años;Total;1 de enero de 2019;676.092
Total Nacional;09 Cataluña;;Total;De 40 a 44 años;Total;1 de enero de 2018;672.025
Total Nacional;09 Cataluña;;Total;De 40 a 44 años;Total;1 de enero de 2017;666.361
Total Nacional;09 Cataluña;;Total;De 40 a 44 años;Total;1 de enero de 2016;657.550
Total Nacional;09 Cataluña;;Total;De 40 a 44 años;Total;1 de enero de 2015;646.361
Total Nacional;09 Cataluña;;Total;De 45 a 49 años;Total;1 de enero de 2022;667.937
Total Nacional;09 Cataluña;;Total;De 45 a 49 años;Total;1 de enero de 2021;656.253
Total Nacional;09 Cataluña;;Total;De 45 a 49 años;Total;1 de enero de 2020;643.769
Total Nacional;09 Cataluña;;Total;De 45 a 49 años;Total;1 de enero de 2019;623.971
Total Nacional;09 Cataluña;;Total;De 45 a 49 años;Total;1 de enero de 2018;609.553
Total Nacional;09 Cataluña;;Total;De 45 a 49 años;Total;1 de enero de 2017;599.366
Total Nacional;09 Cataluña;;Total;De 45 a 49 años;Total;1 de enero de 2016;591.150
Total Nacional;09 Cataluña;;Total;De 45 a 49 años;Total;1 de enero de 2015;583.183
Total Nacional;09 Cataluña;;Total;De 50 a 54 años;Total;1 de enero de 2022;596.101
Total Nacional;09 Cataluña;;Total;De 50 a 54 años;Total;1 de enero de 2021;585.854
Total Nacional;09 Cataluña;;Total;De 50 a 54 años;Total;1 de enero de 2020;576.983
Total Nacional;09 Cataluña;;Total;De 50 a 54 años;Total;1 de enero de 2019;569.743
Total Nacional;09 Cataluña;;Total;De 50 a 54 años;Total;1 de enero de 2018;558.680
Total Nacional;09 Cataluña;;Total;De 50 a 54 años;Total;1 de enero de 2017;546.119
Total Nacional;09 Cataluña;;Total;De 50 a 54 años;Total;1 de enero de 2016;534.166
Total Nacional;09 Cataluña;;Total;De 50 a 54 años;Total;1 de enero de 2015;524.270
Total Nacional;09 Cataluña;;Total;De 55 a 59 años;Total;1 de enero de 2022;538.142
Total Nacional;09 Cataluña;;Total;De 55 a 59 años;Total;1 de enero de 2021;524.744
Total Nacional;09 Cataluña;;Total;De 55 a 59 años;Total;1 de enero de 2020;514.797
Total Nacional;09 Cataluña;;Total;De 55 a 59 años;Total;1 de enero de 2019;499.587
Total Nacional;09 Cataluña;;Total;De 55 a 59 años;Total;1 de enero de 2018;491.638
Total Nacional;09 Cataluña;;Total;De 55 a 59 años;Total;1 de enero de 2017;484.684
Total Nacional;09 Cataluña;;Total;De 55 a 59 años;Total;1 de enero de 2016;475.717
Total Nacional;09 Cataluña;;Total;De 55 a 59 años;Total;1 de enero de 2015;464.834
Total Nacional;09 Cataluña;;Total;De 60 a 64 años;Total;1 de enero de 2022;471.359
Total Nacional;09 Cataluña;;Total;De 60 a 64 años;Total;1 de enero de 2021;462.026
Total Nacional;09 Cataluña;;Total;De 60 a 64 años;Total;1 de enero de 2020;451.711
Total Nacional;09 Cataluña;;Total;De 60 a 64 años;Total;1 de enero de 2019;438.548
Total Nacional;09 Cataluña;;Total;De 60 a 64 años;Total;1 de enero de 2018;426.960
Total Nacional;09 Cataluña;;Total;De 60 a 64 años;Total;1 de enero de 2017;418.410
Total Nacional;09 Cataluña;;Total;De 60 a 64 años;Total;1 de enero de 2016;410.667
Total Nacional;09 Cataluña;;Total;De 60 a 64 años;Total;1 de enero de 2015;402.812
Total Nacional;09 Cataluña;;Total;De 65 a 69 años;Total;1 de enero de 2022;399.794
Total Nacional;09 Cataluña;;Total;De 65 a 69 años;Total;1 de enero de 2021;392.137
Total Nacional;09 Cataluña;;Total;De 65 a 69 años;Total;1 de enero de 2020;385.873
Total Nacional;09 Cataluña;;Total;De 65 a 69 años;Total;1 de enero de 2019;383.008
Total Nacional;09 Cataluña;;Total;De 65 a 69 años;Total;1 de enero de 2018;385.648
Total Nacional;09 Cataluña;;Total;De 65 a 69 años;Total;1 de enero de 2017;381.696
Total Nacional;09 Cataluña;;Total;De 65 a 69 años;Total;1 de enero de 2016;378.190
Total Nacional;09 Cataluña;;Total;De 65 a 69 años;Total;1 de enero de 2015;380.598
Total Nacional;09 Cataluña;;Total;De 70 a 74 años  ;Total;1 de enero de 2022;356.451
Total Nacional;09 Cataluña;;Total;De 70 a 74 años  ;Total;1 de enero de 2021;353.370
Total Nacional;09 Cataluña;;Total;De 70 a 74 años  ;Total;1 de enero de 2020;357.141
Total Nacional;09 Cataluña;;Total;De 70 a 74 años  ;Total;1 de enero de 2019;350.754
Total Nacional;09 Cataluña;;Total;De 70 a 74 años  ;Total;1 de enero de 2018;338.892
Total Nacional;09 Cataluña;;Total;De 70 a 74 años  ;Total;1 de enero de 2017;324.865
Total Nacional;09 Cataluña;;Total;De 70 a 74 años  ;Total;1 de enero de 2016;311.806
Total Nacional;09 Cataluña;;Total;De 70 a 74 años  ;Total;1 de enero de 2015;307.766
Total Nacional;09 Cataluña;;Total;De 75 a 79 años  ;Total;1 de enero de 2022;292.278
Total Nacional;09 Cataluña;;Total;De 75 a 79 años  ;Total;1 de enero de 2021;280.713
Total Nacional;09 Cataluña;;Total;De 75 a 79 años  ;Total;1 de enero de 2020;278.151
Total Nacional;09 Cataluña;;Total;De 75 a 79 años  ;Total;1 de enero de 2019;252.705
Total Nacional;09 Cataluña;;Total;De 75 a 79 años  ;Total;1 de enero de 2018;236.415
Total Nacional;09 Cataluña;;Total;De 75 a 79 años  ;Total;1 de enero de 2017;237.650
Total Nacional;09 Cataluña;;Total;De 75 a 79 años  ;Total;1 de enero de 2016;244.920
Total Nacional;09 Cataluña;;Total;De 75 a 79 años  ;Total;1 de enero de 2015;237.726
Total Nacional;09 Cataluña;;Total;De 80 a 84 años  ;Total;1 de enero de 2022;196.845
Total Nacional;09 Cataluña;;Total;De 80 a 84 años  ;Total;1 de enero de 2021;202.308
Total Nacional;09 Cataluña;;Total;De 80 a 84 años  ;Total;1 de enero de 2020;197.191
Total Nacional;09 Cataluña;;Total;De 80 a 84 años  ;Total;1 de enero de 2019;213.520
Total Nacional;09 Cataluña;;Total;De 80 a 84 años  ;Total;1 de enero de 2018;224.363
Total Nacional;09 Cataluña;;Total;De 80 a 84 años  ;Total;1 de enero de 2017;226.445
Total Nacional;09 Cataluña;;Total;De 80 a 84 años  ;Total;1 de enero de 2016;223.735
Total Nacional;09 Cataluña;;Total;De 80 a 84 años  ;Total;1 de enero de 2015;223.313
Total Nacional;09 Cataluña;;Total;De 85 a 89 años  ;Total;1 de enero de 2022;158.718
Total Nacional;09 Cataluña;;Total;De 85 a 89 años  ;Total;1 de enero de 2021;156.518
Total Nacional;09 Cataluña;;Total;De 85 a 89 años  ;Total;1 de enero de 2020;158.140
Total Nacional;09 Cataluña;;Total;De 85 a 89 años  ;Total;1 de enero de 2019;155.130
Total Nacional;09 Cataluña;;Total;De 85 a 89 años  ;Total;1 de enero de 2018;151.188
Total Nacional;09 Cataluña;;Total;De 85 a 89 años  ;Total;1 de enero de 2017;146.559
Total Nacional;09 Cataluña;;Total;De 85 a 89 años  ;Total;1 de enero de 2016;142.830
Total Nacional;09 Cataluña;;Total;De 85 a 89 años  ;Total;1 de enero de 2015;137.769
Total Nacional;09 Cataluña;;Total;De 90 a 94 años  ;Total;1 de enero de 2022;75.057
Total Nacional;09 Cataluña;;Total;De 90 a 94 años  ;Total;1 de enero de 2021;72.489
Total Nacional;09 Cataluña;;Total;De 90 a 94 años  ;Total;1 de enero de 2020;70.988
Total Nacional;09 Cataluña;;Total;De 90 a 94 años  ;Total;1 de enero de 2019;68.218
