Total Nacional;Comunidades y Ciudades Autónomas;Provincias;Españoles/Extranjeros;Edad (grupos quinquenales);Sexo;Periodo;Total
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 85 a 89 años  ;Total;1 de enero de 2022;24.445
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 85 a 89 años  ;Total;1 de enero de 2021;24.256
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 85 a 89 años  ;Total;1 de enero de 2020;24.169
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 85 a 89 años  ;Total;1 de enero de 2019;23.525
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 85 a 89 años  ;Total;1 de enero de 2018;22.913
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 85 a 89 años  ;Total;1 de enero de 2017;22.111
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 85 a 89 años  ;Total;1 de enero de 2016;21.738
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 85 a 89 años  ;Total;1 de enero de 2015;20.748
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 90 a 94 años  ;Total;1 de enero de 2022;10.497
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 90 a 94 años  ;Total;1 de enero de 2021;10.129
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 90 a 94 años  ;Total;1 de enero de 2020;9.620
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 90 a 94 años  ;Total;1 de enero de 2019;9.308
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 90 a 94 años  ;Total;1 de enero de 2018;8.681
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 90 a 94 años  ;Total;1 de enero de 2017;8.588
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 90 a 94 años  ;Total;1 de enero de 2016;7.904
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 90 a 94 años  ;Total;1 de enero de 2015;7.376
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 95 a 99 años  ;Total;1 de enero de 2022;2.278
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 95 a 99 años  ;Total;1 de enero de 2021;2.179
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 95 a 99 años  ;Total;1 de enero de 2020;2.037
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 95 a 99 años  ;Total;1 de enero de 2019;1.907
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 95 a 99 años  ;Total;1 de enero de 2018;1.799
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 95 a 99 años  ;Total;1 de enero de 2017;1.596
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 95 a 99 años  ;Total;1 de enero de 2016;1.402
Total Nacional;14 Murcia, Región de;30 Murcia;Total;De 95 a 99 años  ;Total;1 de enero de 2015;1.383
Total Nacional;14 Murcia, Región de;30 Murcia;Total;100 y más años;Total;1 de enero de 2022;274
Total Nacional;14 Murcia, Región de;30 Murcia;Total;100 y más años;Total;1 de enero de 2021;253
Total Nacional;14 Murcia, Región de;30 Murcia;Total;100 y más años;Total;1 de enero de 2020;254
Total Nacional;14 Murcia, Región de;30 Murcia;Total;100 y más años;Total;1 de enero de 2019;218
Total Nacional;14 Murcia, Región de;30 Murcia;Total;100 y más años;Total;1 de enero de 2018;187
Total Nacional;14 Murcia, Región de;30 Murcia;Total;100 y más años;Total;1 de enero de 2017;202
Total Nacional;14 Murcia, Región de;30 Murcia;Total;100 y más años;Total;1 de enero de 2016;222
Total Nacional;14 Murcia, Región de;30 Murcia;Total;100 y más años;Total;1 de enero de 2015;210
Total Nacional;15 Navarra, Comunidad Foral de;;Total;Todas las edades;Total;1 de enero de 2022;664.117
Total Nacional;15 Navarra, Comunidad Foral de;;Total;Todas las edades;Total;1 de enero de 2021;661.537
Total Nacional;15 Navarra, Comunidad Foral de;;Total;Todas las edades;Total;1 de enero de 2020;661.197
Total Nacional;15 Navarra, Comunidad Foral de;;Total;Todas las edades;Total;1 de enero de 2019;654.214
Total Nacional;15 Navarra, Comunidad Foral de;;Total;Todas las edades;Total;1 de enero de 2018;647.554
Total Nacional;15 Navarra, Comunidad Foral de;;Total;Todas las edades;Total;1 de enero de 2017;643.234
Total Nacional;15 Navarra, Comunidad Foral de;;Total;Todas las edades;Total;1 de enero de 2016;640.647
Total Nacional;15 Navarra, Comunidad Foral de;;Total;Todas las edades;Total;1 de enero de 2015;640.476
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 0 a 4 años;Total;1 de enero de 2022;27.474
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 0 a 4 años;Total;1 de enero de 2021;28.436
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 0 a 4 años;Total;1 de enero de 2020;29.740
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 0 a 4 años;Total;1 de enero de 2019;30.560
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 0 a 4 años;Total;1 de enero de 2018;31.011
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 0 a 4 años;Total;1 de enero de 2017;31.551
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 0 a 4 años;Total;1 de enero de 2016;32.096
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 0 a 4 años;Total;1 de enero de 2015;32.857
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 5 a 9 años;Total;1 de enero de 2022;34.001
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 5 a 9 años;Total;1 de enero de 2021;34.648
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 5 a 9 años;Total;1 de enero de 2020;35.207
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 5 a 9 años;Total;1 de enero de 2019;35.183
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 5 a 9 años;Total;1 de enero de 2018;35.586
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 5 a 9 años;Total;1 de enero de 2017;35.245
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 5 a 9 años;Total;1 de enero de 2016;35.147
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 5 a 9 años;Total;1 de enero de 2015;34.865
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 10 a 14 años  ;Total;1 de enero de 2022;37.013
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 10 a 14 años  ;Total;1 de enero de 2021;36.716
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 10 a 14 años  ;Total;1 de enero de 2020;36.247
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 10 a 14 años  ;Total;1 de enero de 2019;35.496
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 10 a 14 años  ;Total;1 de enero de 2018;34.624
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 10 a 14 años  ;Total;1 de enero de 2017;33.940
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 10 a 14 años  ;Total;1 de enero de 2016;33.350
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 10 a 14 años  ;Total;1 de enero de 2015;33.009
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 15 a 19 años  ;Total;1 de enero de 2022;36.210
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 15 a 19 años  ;Total;1 de enero de 2021;35.451
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 15 a 19 años  ;Total;1 de enero de 2020;35.037
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 15 a 19 años  ;Total;1 de enero de 2019;34.147
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 15 a 19 años  ;Total;1 de enero de 2018;32.838
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 15 a 19 años  ;Total;1 de enero de 2017;32.195
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 15 a 19 años  ;Total;1 de enero de 2016;31.453
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 15 a 19 años  ;Total;1 de enero de 2015;30.741
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 20 a 24 años;Total;1 de enero de 2022;35.849
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 20 a 24 años;Total;1 de enero de 2021;35.084
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 20 a 24 años;Total;1 de enero de 2020;34.442
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 20 a 24 años;Total;1 de enero de 2019;33.396
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 20 a 24 años;Total;1 de enero de 2018;32.213
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 20 a 24 años;Total;1 de enero de 2017;31.308
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 20 a 24 años;Total;1 de enero de 2016;30.685
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 20 a 24 años;Total;1 de enero de 2015;30.607
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 25 a 29 años;Total;1 de enero de 2022;34.367
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 25 a 29 años;Total;1 de enero de 2021;33.872
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 25 a 29 años;Total;1 de enero de 2020;33.685
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 25 a 29 años;Total;1 de enero de 2019;32.905
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 25 a 29 años;Total;1 de enero de 2018;32.594
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 25 a 29 años;Total;1 de enero de 2017;32.444
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 25 a 29 años;Total;1 de enero de 2016;32.932
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 25 a 29 años;Total;1 de enero de 2015;34.092
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 30 a 34 años;Total;1 de enero de 2022;35.432
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 30 a 34 años;Total;1 de enero de 2021;35.738
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 30 a 34 años;Total;1 de enero de 2020;36.436
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 30 a 34 años;Total;1 de enero de 2019;36.686
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 30 a 34 años;Total;1 de enero de 2018;37.103
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 30 a 34 años;Total;1 de enero de 2017;38.576
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 30 a 34 años;Total;1 de enero de 2016;40.547
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 30 a 34 años;Total;1 de enero de 2015;43.012
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 35 a 39 años;Total;1 de enero de 2022;41.020
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 35 a 39 años;Total;1 de enero de 2021;42.910
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 35 a 39 años;Total;1 de enero de 2020;44.905
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 35 a 39 años;Total;1 de enero de 2019;46.299
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 35 a 39 años;Total;1 de enero de 2018;48.077
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 35 a 39 años;Total;1 de enero de 2017;49.963
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 35 a 39 años;Total;1 de enero de 2016;51.817
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 35 a 39 años;Total;1 de enero de 2015;53.640
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 40 a 44 años;Total;1 de enero de 2022;51.436
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 40 a 44 años;Total;1 de enero de 2021;53.091
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 40 a 44 años;Total;1 de enero de 2020;54.429
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 40 a 44 años;Total;1 de enero de 2019;54.993
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 40 a 44 años;Total;1 de enero de 2018;54.617
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 40 a 44 años;Total;1 de enero de 2017;54.216
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 40 a 44 años;Total;1 de enero de 2016;53.552
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 40 a 44 años;Total;1 de enero de 2015;53.165
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 45 a 49 años;Total;1 de enero de 2022;54.970
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 45 a 49 años;Total;1 de enero de 2021;54.299
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 45 a 49 años;Total;1 de enero de 2020;53.573
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 45 a 49 años;Total;1 de enero de 2019;52.703
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 45 a 49 años;Total;1 de enero de 2018;51.917
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 45 a 49 años;Total;1 de enero de 2017;51.437
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 45 a 49 años;Total;1 de enero de 2016;51.045
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 45 a 49 años;Total;1 de enero de 2015;50.642
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 50 a 54 años;Total;1 de enero de 2022;51.675
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 50 a 54 años;Total;1 de enero de 2021;51.099
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 50 a 54 años;Total;1 de enero de 2020;50.432
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 50 a 54 años;Total;1 de enero de 2019;49.722
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 50 a 54 años;Total;1 de enero de 2018;49.042
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 50 a 54 años;Total;1 de enero de 2017;48.227
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 50 a 54 años;Total;1 de enero de 2016;47.504
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 50 a 54 años;Total;1 de enero de 2015;46.752
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 55 a 59 años;Total;1 de enero de 2022;47.869
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 55 a 59 años;Total;1 de enero de 2021;47.049
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 55 a 59 años;Total;1 de enero de 2020;46.262
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 55 a 59 años;Total;1 de enero de 2019;44.915
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 55 a 59 años;Total;1 de enero de 2018;43.759
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 55 a 59 años;Total;1 de enero de 2017;43.006
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 55 a 59 años;Total;1 de enero de 2016;42.011
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 55 a 59 años;Total;1 de enero de 2015;40.969
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 60 a 64 años;Total;1 de enero de 2022;42.185
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 60 a 64 años;Total;1 de enero de 2021;41.203
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 60 a 64 años;Total;1 de enero de 2020;40.155
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 60 a 64 años;Total;1 de enero de 2019;38.818
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 60 a 64 años;Total;1 de enero de 2018;37.737
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 60 a 64 años;Total;1 de enero de 2017;36.613
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 60 a 64 años;Total;1 de enero de 2016;35.582
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 60 a 64 años;Total;1 de enero de 2015;34.889
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 65 a 69 años;Total;1 de enero de 2022;35.340
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 65 a 69 años;Total;1 de enero de 2021;34.398
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 65 a 69 años;Total;1 de enero de 2020;33.689
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 65 a 69 años;Total;1 de enero de 2019;33.526
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 65 a 69 años;Total;1 de enero de 2018;33.473
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 65 a 69 años;Total;1 de enero de 2017;33.058
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 65 a 69 años;Total;1 de enero de 2016;32.876
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 65 a 69 años;Total;1 de enero de 2015;33.010
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 70 a 74 años  ;Total;1 de enero de 2022;31.325
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 70 a 74 años  ;Total;1 de enero de 2021;31.120
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 70 a 74 años  ;Total;1 de enero de 2020;31.425
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 70 a 74 años  ;Total;1 de enero de 2019;30.680
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 70 a 74 años  ;Total;1 de enero de 2018;29.847
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 70 a 74 años  ;Total;1 de enero de 2017;28.926
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 70 a 74 años  ;Total;1 de enero de 2016;27.724
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 70 a 74 años  ;Total;1 de enero de 2015;26.669
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 75 a 79 años  ;Total;1 de enero de 2022;26.473
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 75 a 79 años  ;Total;1 de enero de 2021;25.408
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 75 a 79 años  ;Total;1 de enero de 2020;24.367
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 75 a 79 años  ;Total;1 de enero de 2019;22.818
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 75 a 79 años  ;Total;1 de enero de 2018;21.276
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 75 a 79 años  ;Total;1 de enero de 2017;20.586
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 75 a 79 años  ;Total;1 de enero de 2016;20.912
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 75 a 79 años  ;Total;1 de enero de 2015;21.015
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 80 a 84 años  ;Total;1 de enero de 2022;17.410
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 80 a 84 años  ;Total;1 de enero de 2021;17.624
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 80 a 84 años  ;Total;1 de enero de 2020;17.817
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 80 a 84 años  ;Total;1 de enero de 2019;18.529
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 80 a 84 años  ;Total;1 de enero de 2018;19.413
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 80 a 84 años  ;Total;1 de enero de 2017;20.102
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 80 a 84 años  ;Total;1 de enero de 2016;20.031
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 80 a 84 años  ;Total;1 de enero de 2015;19.933
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 85 a 89 años  ;Total;1 de enero de 2022;14.546
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 85 a 89 años  ;Total;1 de enero de 2021;14.263
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 85 a 89 años  ;Total;1 de enero de 2020;14.409
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 85 a 89 años  ;Total;1 de enero de 2019;14.237
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 85 a 89 años  ;Total;1 de enero de 2018;14.072
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 85 a 89 años  ;Total;1 de enero de 2017;13.726
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 85 a 89 años  ;Total;1 de enero de 2016;13.512
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 85 a 89 años  ;Total;1 de enero de 2015;13.070
Total Nacional;15 Navarra, Comunidad Foral de;;Total;De 90 a 94 años  ;Total;1 de enero de 2022;7.196
